timestamp_sec,ego_x,ego_y,ego_z,ego_speed_mps,distance_to_intersection_m,distance_to_pedestrian_m,human_throttle,human_brake,human_steering_rad
1470.240,-97.020,-52.451,0.317,0.000,0.790,8.828,0.000,0.000,0.0000
1470.250,-97.020,-52.451,0.317,0.000,0.790,8.846,0.000,0.000,0.0000
1470.260,-97.020,-52.451,0.317,0.000,0.790,8.864,0.000,0.000,0.0000
1470.270,-97.020,-52.451,0.317,0.000,0.790,8.882,0.000,0.000,0.0000
1470.280,-97.020,-52.451,0.317,0.000,0.790,8.900,0.000,0.000,0.0000
1470.290,-97.020,-52.451,0.317,0.000,0.790,8.918,0.000,0.000,0.0000
1470.300,-97.020,-52.451,0.317,0.000,0.790,8.935,0.000,0.000,0.0000
1470.310,-97.020,-52.451,0.317,0.000,0.790,8.953,0.000,0.000,0.0000
1470.320,-97.020,-52.451,0.317,0.000,0.790,8.971,0.000,0.000,0.0000
1470.330,-97.020,-52.451,0.317,0.000,0.790,8.989,0.000,0.000,0.0000
1470.340,-97.020,-52.451,0.317,0.000,0.790,9.007,0.000,0.000,0.0000
1470.350,-97.020,-52.451,0.317,0.000,0.790,9.025,0.000,0.000,0.0000
1470.360,-97.020,-52.451,0.317,0.000,0.790,9.043,0.000,0.000,0.0000
1470.370,-97.020,-52.451,0.317,0.000,0.790,9.061,0.000,0.000,0.0000
1470.380,-97.020,-52.451,0.317,0.000,0.790,9.079,0.000,0.000,0.0000
1470.390,-97.020,-52.451,0.317,0.000,0.790,9.096,0.000,0.000,0.0000
1470.400,-97.020,-52.451,0.317,0.000,0.790,9.114,0.000,0.000,0.0000
1470.410,-97.020,-52.451,0.317,0.000,0.790,9.132,0.000,0.000,0.0000
1470.420,-97.020,-52.451,0.317,0.000,0.790,9.150,0.000,0.000,0.0000
1470.430,-97.020,-52.451,0.317,0.000,0.790,9.168,0.000,0.000,0.0000
1470.440,-97.020,-52.451,0.317,0.000,0.790,9.186,0.000,0.000,0.0000
1470.450,-97.020,-52.451,0.317,0.000,0.790,9.204,0.000,0.000,0.0000
1470.460,-97.020,-52.451,0.317,0.000,0.790,9.222,0.000,0.000,0.0000
1470.470,-97.020,-52.451,0.317,0.000,0.790,9.240,0.000,0.000,0.0000
1470.480,-97.020,-52.451,0.317,0.000,0.790,9.257,0.000,0.000,0.0000
1470.490,-97.020,-52.451,0.317,0.000,0.790,9.275,0.000,0.000,0.0000
1470.500,-97.020,-52.451,0.317,0.000,0.790,9.293,0.000,0.000,0.0000
1470.510,-97.020,-52.451,0.317,0.000,0.790,9.311,0.000,0.000,0.0000
1470.520,-97.020,-52.451,0.317,0.000,0.790,9.329,0.000,0.000,0.0000
1470.530,-97.020,-52.451,0.317,0.000,0.790,9.347,0.000,0.000,0.0000
1470.540,-97.020,-52.451,0.317,0.000,0.790,9.365,0.000,0.000,0.0000
1470.550,-97.020,-52.451,0.317,0.000,0.790,9.383,0.000,0.000,0.0000
1470.560,-97.020,-52.451,0.317,0.000,0.790,9.401,0.000,0.000,0.0000
1470.570,-97.020,-52.451,0.317,0.000,0.790,9.418,0.000,0.000,0.0000
1470.580,-97.020,-52.451,0.317,0.000,0.790,9.436,0.040,0.000,0.0000
1470.590,-97.020,-52.451,0.317,0.004,0.790,9.454,0.080,0.000,0.0000
1470.600,-97.020,-52.451,0.317,0.010,0.790,9.472,0.120,0.000,0.0000
1470.610,-97.020,-52.450,0.317,0.018,0.790,9.490,0.160,0.000,0.0000
1470.620,-97.020,-52.449,0.316,0.027,0.790,9.509,0.200,0.000,0.0000
1470.630,-97.020,-52.447,0.316,0.034,0.790,9.527,0.240,0.000,0.0000
