timestamp_sec,ego_x,ego_y,ego_z,ego_speed_mps,distance_to_intersection_m,distance_to_pedestrian_m,human_throttle,human_brake,human_steering_rad
346.060,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.070,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.080,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.090,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.100,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.110,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.120,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.130,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.140,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.150,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.160,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.170,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.180,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.190,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.200,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.210,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.220,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.230,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.240,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.250,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.260,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.270,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.280,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.290,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.300,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.310,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.320,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.330,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.340,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.350,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.360,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.370,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.380,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.390,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.400,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.410,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.420,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.430,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.440,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.450,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.460,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.470,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.480,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.490,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.500,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.510,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.520,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.530,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.540,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.550,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.560,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.570,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.580,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.590,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.600,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.610,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.620,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.630,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.640,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.650,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.660,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.670,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.680,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.690,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.700,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.710,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.720,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.730,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.740,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.750,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.760,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.770,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.780,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.790,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.800,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.810,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.820,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.830,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.840,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
346.850,-97.020,-52.451,0.317,0.000,0.790,10.744,0.040,0.000,0.0000
346.860,-97.020,-52.451,0.317,0.004,0.790,10.744,0.080,0.000,0.0000
346.870,-97.020,-52.451,0.317,0.010,0.790,10.744,0.120,0.000,0.0000
346.880,-97.020,-52.450,0.317,0.018,0.790,10.744,0.160,0.000,0.0000
346.890,-97.020,-52.449,0.316,0.027,0.790,10.744,0.200,0.000,0.0000
346.900,-97.020,-52.447,0.316,0.035,0.790,10.745,0.240,0.000,0.0000
346.910,-97.020,-52.446,0.316,0.041,0.790,10.745,0.280,0.000,0.0000
346.920,-97.020,-52.443,0.315,0.047,0.790,10.745,0.320,0.000,0.0000
346.930,-97.020,-52.440,0.315,0.051,0.790,10.746,0.360,0.000,0.0000
346.940,-97.020,-52.437,0.314,0.054,0.790,10.746,0.400,0.000,0.0000
346.950,-97.020,-52.434,0.314,0.056,0.790,10.747,0.440,0.000,0.0000
346.960,-97.020,-52.430,0.313,0.056,0.790,10.748,0.480,0.000,0.0000
346.970,-97.020,-52.425,0.312,0.056,0.790,10.748,0.520,0.000,0.0000
