timestamp_sec,ego_x,ego_y,ego_z,ego_speed_mps,distance_to_intersection_m,distance_to_pedestrian_m,human_throttle,human_brake,human_steering_rad
518.870,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
518.880,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
518.890,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
518.900,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
518.910,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
518.920,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
518.930,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
518.940,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
518.950,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
518.960,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
518.970,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
518.980,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
518.990,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
519.000,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
519.010,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
519.020,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
519.030,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
519.040,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
519.050,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
519.060,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
519.070,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
519.080,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
519.090,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
519.100,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
519.110,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
519.120,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
519.130,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
519.140,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
519.150,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
519.160,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
519.170,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
519.180,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
519.190,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
519.200,-97.020,-52.451,0.317,0.000,0.790,10.744,0.040,0.000,0.0000
519.210,-97.020,-52.451,0.317,0.004,0.790,10.744,0.080,0.000,0.0000
519.220,-97.020,-52.451,0.317,0.010,0.790,10.744,0.120,0.000,0.0000
519.230,-97.020,-52.450,0.317,0.018,0.790,10.744,0.160,0.000,0.0000
519.240,-97.020,-52.449,0.316,0.027,0.790,10.744,0.200,0.000,0.0000
519.250,-97.020,-52.447,0.316,0.035,0.790,10.745,0.240,0.000,0.0000
519.260,-97.020,-52.446,0.316,0.041,0.790,10.745,0.280,0.000,0.0000
519.270,-97.020,-52.443,0.315,0.047,0.790,10.745,0.320,0.000,0.0000
519.280,-97.020,-52.440,0.315,0.051,0.790,10.746,0.360,0.000,0.0000
519.290,-97.020,-52.437,0.314,0.054,0.790,10.746,0.400,0.000,0.0000
519.300,-97.020,-52.434,0.314,0.056,0.790,10.747,0.440,0.000,0.0000
519.310,-97.020,-52.430,0.313,0.056,0.790,10.748,0.480,0.000,0.0000
519.320,-97.020,-52.425,0.312,0.056,0.790,10.748,0.520,0.000,0.0000
519.330,-97.020,-52.421,0.312,0.055,0.790,10.749,0.560,0.000,0.0000
519.340,-97.020,-52.415,0.311,0.054,0.790,10.749,0.600,0.000,0.0000
519.350,-97.020,-52.410,0.311,0.051,0.790,10.750,0.640,0.000,0.0000
519.360,-97.020,-52.404,0.310,0.048,0.790,10.750,0.680,0.000,0.0000
519.370,-97.020,-52.397,0.310,0.045,0.790,10.751,0.720,0.000,0.0000
519.380,-97.020,-52.391,0.309,0.041,0.790,10.751,0.760,0.000,0.0000
519.390,-97.020,-52.384,0.309,0.037,0.790,10.751,0.800,0.000,0.0000
519.400,-97.020,-52.376,0.309,0.033,0.790,10.752,0.840,0.000,0.0000
519.410,-97.020,-52.368,0.308,0.028,0.790,10.752,0.880,0.000,0.0000
519.420,-97.020,-52.360,0.308,0.024,0.790,10.752,0.920,0.000,0.0000
519.430,-97.020,-52.351,0.308,0.019,0.790,10.752,0.960,0.000,0.0000
519.440,-97.020,-52.341,0.308,0.014,0.790,10.753,1.000,0.000,0.0000
519.450,-97.020,-52.332,0.308,0.010,0.790,10.753,1.000,0.000,0.0000
519.460,-97.020,-52.322,0.308,0.006,0.790,10.753,1.000,0.000,0.0000
519.470,-97.020,-52.311,0.308,0.002,0.790,10.753,1.000,0.000,0.0000
519.480,-97.020,-52.301,0.308,0.003,0.790,10.753,1.000,0.000,0.0000
519.490,-97.020,-52.289,0.308,0.006,0.790,10.753,1.000,0.000,0.0000
519.500,-97.020,-52.278,0.308,0.009,0.790,10.753,1.000,0.000,0.0000
